AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,EUG,007,008,009,010,011,012,SUG,Student ID
126515001,Philadelphia City SD,SD,Philadelphia,3617,Alcorn James Sch,M,0,0,0,0,0,0,0,0,33,41,30,29,27,28,29,0,22,32,0,0,0,0,0,271
126515001,Philadelphia City SD,SD,Philadelphia,5292,Allen Dr Ethel Sch,F,0,0,9,0,0,0,0,0,31,28,32,28,27,20,22,0,22,15,0,0,0,0,0,234
126515001,Philadelphia City SD,SD,Philadelphia,5292,Allen Dr Ethel Sch,M,0,0,9,0,0,0,0,0,32,34,31,23,40,20,28,0,27,15,0,0,0,0,0,259
126515001,Philadelphia City SD,SD,Philadelphia,3758,Allen Ethan Sch,F,0,0,0,0,0,0,0,0,51,50,48,56,44,42,32,0,54,46,0,0,0,0,0,423
126515001,Philadelphia City SD,SD,Philadelphia,3758,Allen Ethan Sch,M,0,0,0,0,0,0,0,0,42,44,46,43,53,58,49,0,46,52,0,0,0,0,0,433
126515001,Philadelphia City SD,SD,Philadelphia,6823,Amy At Martin,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,69,73,0,0,0,0,0,212
126515001,Philadelphia City SD,SD,Philadelphia,6823,Amy At Martin,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,71,60,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,7024,Amy NW,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,56,39,0,0,0,0,0,141
126515001,Philadelphia City SD,SD,Philadelphia,7024,Amy NW,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,48,38,0,0,0,0,0,129
126515001,Philadelphia City SD,SD,Philadelphia,3804,Anderson Add B Sch,F,0,0,9,0,0,0,0,0,40,34,37,32,25,25,25,0,23,23,0,0,0,0,0,273
126515001,Philadelphia City SD,SD,Philadelphia,3804,Anderson Add B Sch,M,0,0,11,0,0,0,0,0,38,40,33,31,35,33,35,0,31,37,0,0,0,0,0,324
126515001,Philadelphia City SD,SD,Philadelphia,3805,Arthur Chester A Sch,F,0,0,0,0,0,0,0,0,13,11,13,18,8,13,12,0,11,9,0,0,0,0,0,108
126515001,Philadelphia City SD,SD,Philadelphia,3805,Arthur Chester A Sch,M,0,0,0,0,0,0,0,0,18,10,9,11,15,9,6,0,9,13,0,0,0,0,0,100
126515001,Philadelphia City SD,SD,Philadelphia,8039,Arts Academy at Benjamin Rush,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,103,81,83,0,399
126515001,Philadelphia City SD,SD,Philadelphia,8039,Arts Academy at Benjamin Rush,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,31,37,0,155
126515001,Philadelphia City SD,SD,Philadelphia,3618,Bache-Martin Sch,F,0,0,20,0,0,0,0,0,25,17,22,24,19,27,27,0,17,28,0,0,0,0,0,226
126515001,Philadelphia City SD,SD,Philadelphia,3618,Bache-Martin Sch,M,0,0,17,0,0,0,0,0,30,20,16,18,17,21,21,0,14,23,0,0,0,0,0,197
126515001,Philadelphia City SD,SD,Philadelphia,6824,Baldi C C A MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,218,177,0,0,0,0,0,560
126515001,Philadelphia City SD,SD,Philadelphia,6824,Baldi C C A MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,224,218,0,0,0,0,0,666
126515001,Philadelphia City SD,SD,Philadelphia,8029,Barry Comm John Sch,F,0,0,21,0,0,0,0,0,57,56,54,46,50,39,45,0,46,37,0,0,0,0,0,451
126515001,Philadelphia City SD,SD,Philadelphia,8029,Barry Comm John Sch,M,0,0,14,0,0,0,0,0,62,61,40,49,45,37,38,0,25,30,0,0,0,0,0,401
126515001,Philadelphia City SD,SD,Philadelphia,3732,Barton Clara Sch,F,0,0,0,0,0,0,0,0,138,144,124,0,0,0,0,0,0,0,0,0,0,0,0,406
126515001,Philadelphia City SD,SD,Philadelphia,3732,Barton Clara Sch,M,0,0,0,0,0,0,0,0,132,128,126,0,0,0,0,0,0,0,0,0,0,0,0,386
126515001,Philadelphia City SD,SD,Philadelphia,3847,Bartram John - Main,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,93,122,0,412
126515001,Philadelphia City SD,SD,Philadelphia,3847,Bartram John - Main,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,142,132,141,0,542
126515001,Philadelphia City SD,SD,Philadelphia,7238,Beeber Dimner MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,53,0,0,0,0,0,122
126515001,Philadelphia City SD,SD,Philadelphia,7238,Beeber Dimner MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,68,0,0,0,0,0,161
126515001,Philadelphia City SD,SD,Philadelphia,5183,Bethune Mary McLeod Sch,F,0,0,20,0,0,0,0,0,57,48,37,32,36,40,33,0,22,35,0,0,0,0,0,360
126515001,Philadelphia City SD,SD,Philadelphia,5183,Bethune Mary McLeod Sch,M,0,0,16,0,0,0,0,0,46,43,45,44,45,32,26,0,40,40,0,0,0,0,0,377
126515001,Philadelphia City SD,SD,Philadelphia,3662,Blaine James G Sch,F,0,0,15,0,0,0,0,0,21,14,17,25,11,9,14,0,16,10,0,0,0,0,0,152
126515001,Philadelphia City SD,SD,Philadelphia,3662,Blaine James G Sch,M,0,0,12,0,0,0,0,0,21,14,26,23,11,13,26,0,13,14,0,0,0,0,0,173
126515001,Philadelphia City SD,SD,Philadelphia,3663,Blankenburg Rudolph Sch,F,0,0,14,0,0,0,0,0,21,24,18,30,26,27,22,0,25,8,0,0,0,0,0,215
126515001,Philadelphia City SD,SD,Philadelphia,3663,Blankenburg Rudolph Sch,M,0,0,19,0,0,0,0,0,24,23,31,23,27,21,27,0,24,25,0,0,0,0,0,244
126515001,Philadelphia City SD,SD,Philadelphia,7070,Bodine William W HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,85,78,67,0,308
126515001,Philadelphia City SD,SD,Philadelphia,7070,Bodine William W HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,52,40,0,206
126515001,Philadelphia City SD,SD,Philadelphia,3840,Bok Edw W Technical High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,67,98,72,0,347
126515001,Philadelphia City SD,SD,Philadelphia,3840,Bok Edw W Technical High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,117,127,105,0,526
126515001,Philadelphia City SD,SD,Philadelphia,3620,Bregy F Amedee Sch,F,0,0,18,0,0,0,0,0,19,22,25,18,16,22,28,0,15,18,0,0,0,0,0,201
126515001,Philadelphia City SD,SD,Philadelphia,3620,Bregy F Amedee Sch,M,0,0,11,0,0,0,0,0,30,29,23,18,18,23,27,0,21,26,0,0,0,0,0,226
126515001,Philadelphia City SD,SD,Philadelphia,3745,Bridesburg Sch,F,0,0,0,0,0,0,0,0,38,28,35,34,24,23,0,0,0,0,0,0,0,0,0,182
126515001,Philadelphia City SD,SD,Philadelphia,3745,Bridesburg Sch,M,0,0,0,0,0,0,0,0,41,42,32,40,33,31,0,0,0,0,0,0,0,0,0,219
126515001,Philadelphia City SD,SD,Philadelphia,3684,Brown Henry A Sch,F,0,0,18,0,0,0,0,0,35,21,27,35,34,27,33,0,18,18,0,0,0,0,0,266
126515001,Philadelphia City SD,SD,Philadelphia,3684,Brown Henry A Sch,M,0,0,19,0,0,0,0,0,43,46,38,36,33,22,39,0,33,23,0,0,0,0,0,332
126515001,Philadelphia City SD,SD,Philadelphia,6529,Brown Joseph H Sch,F,0,0,0,0,0,0,0,0,41,54,32,45,32,31,34,0,0,0,0,0,0,0,0,269
126515001,Philadelphia City SD,SD,Philadelphia,6529,Brown Joseph H Sch,M,0,0,0,0,0,0,0,0,42,43,45,36,34,38,31,0,0,0,0,0,0,0,0,269
126515001,Philadelphia City SD,SD,Philadelphia,3601,Bryant William C Sch,F,0,0,25,0,0,0,0,0,34,30,27,28,29,25,15,0,26,12,0,0,0,0,0,251
126515001,Philadelphia City SD,SD,Philadelphia,3601,Bryant William C Sch,M,0,0,33,0,0,0,0,0,33,18,27,29,25,18,30,0,43,27,0,0,0,0,0,283
126515001,Philadelphia City SD,SD,Philadelphia,7230,Carnell Laura H Sch,F,0,0,0,0,0,0,0,0,74,100,93,77,77,81,88,0,85,81,0,0,0,0,0,756
126515001,Philadelphia City SD,SD,Philadelphia,7230,Carnell Laura H Sch,M,0,0,0,0,0,0,0,0,94,102,107,101,90,102,81,0,85,72,0,0,0,0,0,834
126515001,Philadelphia City SD,SD,Philadelphia,4728,Carroll Charles Sch,F,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,30,31,0,164
126515001,Philadelphia City SD,SD,Philadelphia,4728,Carroll Charles Sch,M,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,48,33,37,0,199
126515001,Philadelphia City SD,SD,Philadelphia,7023,Carver HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,82,80,0,323
126515001,Philadelphia City SD,SD,Philadelphia,7023,Carver HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,96,101,93,0,427
126515001,Philadelphia City SD,SD,Philadelphia,3664,Cassidy Lewis C AC Plus Sch,F,0,0,0,0,0,0,0,0,32,55,41,37,51,39,38,0,0,0,0,0,0,0,0,293
126515001,Philadelphia City SD,SD,Philadelphia,3664,Cassidy Lewis C AC Plus Sch,M,0,0,0,0,0,0,0,0,52,40,49,47,36,43,49,0,0,0,0,0,0,0,0,316
126515001,Philadelphia City SD,SD,Philadelphia,3602,Catharine Joseph Sch,F,0,0,23,0,0,0,0,0,57,53,48,49,51,25,0,0,0,0,0,0,0,0,0,306
126515001,Philadelphia City SD,SD,Philadelphia,3602,Catharine Joseph Sch,M,0,0,10,0,0,0,0,0,55,57,57,40,51,44,0,0,0,0,0,0,0,0,0,314
126515001,Philadelphia City SD,SD,Philadelphia,7404,Cayuga School,F,0,0,0,0,0,0,0,0,33,29,33,33,29,36,0,0,0,0,0,0,0,0,0,193
126515001,Philadelphia City SD,SD,Philadelphia,7404,Cayuga School,M,0,0,0,0,0,0,0,0,38,31,35,41,32,32,0,0,0,0,0,0,0,0,0,209
126515001,Philadelphia City SD,SD,Philadelphia,3848,Central HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,291,313,326,0,"1,199"
126515001,Philadelphia City SD,SD,Philadelphia,3848,Central HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,281,271,291,0,"1,130"
126515001,Philadelphia City SD,SD,Philadelphia,3622,Childs George W Sch,F,0,0,31,0,0,0,0,0,28,31,24,33,32,26,23,0,30,30,0,0,0,0,0,288
126515001,Philadelphia City SD,SD,Philadelphia,3622,Childs George W Sch,M,0,0,29,0,0,0,0,0,35,29,34,35,34,33,41,0,42,19,0,0,0,0,0,331
126515001,Philadelphia City SD,SD,Philadelphia,6767,Clemente Roberto MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,89,97,0,0,0,0,0,268
126515001,Philadelphia City SD,SD,Philadelphia,6767,Clemente Roberto MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,100,99,0,0,0,0,0,272
126515001,Philadelphia City SD,SD,Philadelphia,3666,Cleveland Grover Sch,F,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
126515001,Philadelphia City SD,SD,Philadelphia,3666,Cleveland Grover Sch,M,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
126515001,Philadelphia City SD,SD,Philadelphia,3782,Comegys Benjamin B Sch,F,0,0,11,0,0,0,0,0,39,42,28,28,33,22,24,0,0,0,0,0,0,0,0,227
126515001,Philadelphia City SD,SD,Philadelphia,3782,Comegys Benjamin B Sch,M,0,0,9,0,0,0,0,0,27,38,34,37,33,26,28,0,0,0,0,0,0,0,0,232
126515001,Philadelphia City SD,SD,Philadelphia,3760,Comly Watson Sch,F,0,0,0,0,0,0,0,0,47,41,45,39,37,38,0,0,0,0,0,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,3760,Comly Watson Sch,M,0,0,0,0,0,0,0,0,45,51,41,45,35,42,0,0,0,0,0,0,0,0,0,259
126515001,Philadelphia City SD,SD,Philadelphia,7781,Communications Technology HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,28,33,0,123
126515001,Philadelphia City SD,SD,Philadelphia,7781,Communications Technology HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,33,46,0,168
126515001,Philadelphia City SD,SD,Philadelphia,7905,Constitution HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,53,54,0,209
126515001,Philadelphia City SD,SD,Philadelphia,7905,Constitution HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,47,37,0,171
126515001,Philadelphia City SD,SD,Philadelphia,6525,Conwell Russell MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,61,88,0,121,105,0,0,0,0,0,375
126515001,Philadelphia City SD,SD,Philadelphia,6525,Conwell Russell MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,79,100,0,0,0,0,0,301
126515001,Philadelphia City SD,SD,Philadelphia,5122,Cook-Wissahickon Sch,F,0,0,12,0,0,0,0,0,23,28,20,30,44,27,19,0,26,29,0,0,0,0,0,258
126515001,Philadelphia City SD,SD,Philadelphia,5122,Cook-Wissahickon Sch,M,0,0,9,0,0,0,0,0,38,30,25,45,37,23,29,0,22,24,0,0,0,0,0,282
126515001,Philadelphia City SD,SD,Philadelphia,7239,Cooke Jay MS,F,0,0,0,0,0,0,0,0,20,25,22,16,21,17,28,0,17,19,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,7239,Cooke Jay MS,M,0,0,0,0,0,0,0,0,21,24,26,24,29,21,23,0,23,25,0,0,0,0,0,216
126515001,Philadelphia City SD,SD,Philadelphia,5123,Cramp William Sch,F,0,0,0,0,0,0,0,0,45,44,49,53,52,46,39,0,0,0,0,0,0,0,0,328
126515001,Philadelphia City SD,SD,Philadelphia,5123,Cramp William Sch,M,0,0,0,0,0,0,0,0,46,66,50,44,50,49,43,0,0,0,0,0,0,0,0,348
126515001,Philadelphia City SD,SD,Philadelphia,6996,Creative and Performing Arts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,123,122,123,0,497
126515001,Philadelphia City SD,SD,Philadelphia,6996,Creative and Performing Arts,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,52,48,0,205
126515001,Philadelphia City SD,SD,Philadelphia,3762,Crossan Kennedy C Sch,F,0,0,0,0,0,0,0,0,30,31,32,32,27,28,0,0,0,0,0,0,0,0,0,180
126515001,Philadelphia City SD,SD,Philadelphia,3762,Crossan Kennedy C Sch,M,0,0,0,0,0,0,0,0,30,27,34,21,35,25,0,0,0,0,0,0,0,0,0,172
126515001,Philadelphia City SD,SD,Philadelphia,3706,Day Anna B Sch,F,0,0,19,0,0,0,0,0,25,31,26,23,22,33,20,0,16,24,0,0,0,0,0,239
126515001,Philadelphia City SD,SD,Philadelphia,3706,Day Anna B Sch,M,0,0,18,0,0,0,0,0,29,26,24,34,27,25,26,0,31,24,0,0,0,0,0,264
126515001,Philadelphia City SD,SD,Philadelphia,7175,DeBurgos Bilingual Magnet MS,F,0,0,17,0,0,0,0,0,28,28,26,25,27,50,50,0,52,34,0,0,0,0,0,337
126515001,Philadelphia City SD,SD,Philadelphia,7175,DeBurgos Bilingual Magnet MS,M,0,0,22,0,0,0,0,0,29,28,26,27,31,47,39,0,45,45,0,0,0,0,0,339
126515001,Philadelphia City SD,SD,Philadelphia,4727,Decatur Stephen Sch,F,0,0,0,0,0,0,0,0,54,64,54,48,54,39,44,0,52,59,0,0,0,0,0,468
126515001,Philadelphia City SD,SD,Philadelphia,4727,Decatur Stephen Sch,M,0,0,0,0,0,0,0,0,66,62,65,71,54,62,65,0,50,53,0,0,0,0,0,548
126515001,Philadelphia City SD,SD,Philadelphia,3786,Dick William Sch,F,0,0,8,0,0,0,0,0,16,23,23,23,12,19,11,0,11,21,0,0,0,0,0,167
126515001,Philadelphia City SD,SD,Philadelphia,3786,Dick William Sch,M,0,0,9,0,0,0,0,0,22,23,28,18,12,15,17,0,17,19,0,0,0,0,0,180
126515001,Philadelphia City SD,SD,Philadelphia,3763,Disston Hamilton Sch,F,0,0,0,0,0,0,0,0,49,49,61,40,44,35,46,0,48,55,0,0,0,0,0,427
126515001,Philadelphia City SD,SD,Philadelphia,3763,Disston Hamilton Sch,M,0,0,0,0,0,0,0,0,51,59,40,48,50,52,41,0,42,64,0,0,0,0,0,447
126515001,Philadelphia City SD,SD,Philadelphia,3841,Dobbins AVT HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,115,86,77,0,421
126515001,Philadelphia City SD,SD,Philadelphia,3841,Dobbins AVT HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,67,66,49,0,298
126515001,Philadelphia City SD,SD,Philadelphia,3726,Dobson James Sch,F,0,0,0,0,0,0,0,0,18,9,12,14,24,15,19,0,19,17,0,0,0,0,0,147
126515001,Philadelphia City SD,SD,Philadelphia,3726,Dobson James Sch,M,0,0,0,0,0,0,0,0,18,11,14,13,9,12,16,0,21,21,0,0,0,0,0,135
126515001,Philadelphia City SD,SD,Philadelphia,3787,Douglas Stephen A Sch,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,23,24,0,110
126515001,Philadelphia City SD,SD,Philadelphia,3787,Douglas Stephen A Sch,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,26,30,0,141
126515001,Philadelphia City SD,SD,Philadelphia,3604,Drew Charles R Sch,F,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
126515001,Philadelphia City SD,SD,Philadelphia,3604,Drew Charles R Sch,M,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
126515001,Philadelphia City SD,SD,Philadelphia,5040,Duckrey Tanner Sch,F,0,0,31,0,0,0,0,0,12,14,23,20,14,12,9,0,16,6,0,0,0,0,0,157
126515001,Philadelphia City SD,SD,Philadelphia,5040,Duckrey Tanner Sch,M,0,0,34,0,0,0,0,0,31,23,17,15,17,15,13,0,7,13,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,3687,Dunbar Paul L Sch,F,0,0,17,0,0,0,0,0,15,12,13,14,11,12,14,0,9,10,0,0,0,0,0,127
126515001,Philadelphia City SD,SD,Philadelphia,3687,Dunbar Paul L Sch,M,0,0,17,0,0,0,0,0,10,21,15,13,12,14,7,0,12,12,0,0,0,0,0,133
126515001,Philadelphia City SD,SD,Philadelphia,3849,Edison HS/Fareira Skills,F,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,159,130,122,0,585
126515001,Philadelphia City SD,SD,Philadelphia,3849,Edison HS/Fareira Skills,M,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,169,163,133,0,689
126515001,Philadelphia City SD,SD,Philadelphia,3708,Edmonds Franklin S Sch,F,0,0,18,0,0,0,0,0,38,35,42,44,37,32,16,0,0,0,0,0,0,0,0,262
126515001,Philadelphia City SD,SD,Philadelphia,3708,Edmonds Franklin S Sch,M,0,0,21,0,0,0,0,0,53,41,45,38,39,45,42,0,0,0,0,0,0,0,0,324
126515001,Philadelphia City SD,SD,Philadelphia,3688,Elkin Lewis Sch,F,0,0,0,0,0,0,0,0,93,84,79,82,62,0,0,0,0,0,0,0,0,0,0,400
126515001,Philadelphia City SD,SD,Philadelphia,3688,Elkin Lewis Sch,M,0,0,0,0,0,0,0,0,85,94,77,90,58,0,0,0,0,0,0,0,0,0,0,404
126515001,Philadelphia City SD,SD,Philadelphia,3738,Ellwood Sch,F,0,0,0,0,0,0,0,0,25,31,35,23,28,23,0,0,0,0,0,0,0,0,0,165
126515001,Philadelphia City SD,SD,Philadelphia,3738,Ellwood Sch,M,0,0,0,0,0,0,0,0,30,24,34,22,27,33,0,0,0,0,0,0,0,0,0,170
126515001,Philadelphia City SD,SD,Philadelphia,3709,Emlen Eleanor C Sch,F,0,0,19,0,0,0,0,0,48,43,37,51,36,36,39,0,0,0,0,0,0,0,0,309
126515001,Philadelphia City SD,SD,Philadelphia,3709,Emlen Eleanor C Sch,M,0,0,15,0,0,0,0,0,45,42,51,41,50,49,38,0,0,0,0,0,0,0,0,331
126515001,Philadelphia City SD,SD,Philadelphia,5039,Fairhill Sch,F,0,0,17,0,0,0,0,0,34,37,28,31,27,18,18,0,21,24,0,0,0,0,0,255
126515001,Philadelphia City SD,SD,Philadelphia,5039,Fairhill Sch,M,0,0,11,0,0,0,0,0,19,27,31,35,29,28,27,0,22,18,0,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,7235,Farrell Louis H Sch,F,0,0,0,0,0,0,0,0,62,70,65,55,45,45,48,0,41,50,0,0,0,0,0,481
126515001,Philadelphia City SD,SD,Philadelphia,7235,Farrell Louis H Sch,M,0,0,0,0,0,0,0,0,60,55,63,59,57,47,61,0,49,52,0,0,0,0,0,503
126515001,Philadelphia City SD,SD,Philadelphia,7226,Fell D Newlin Sch,F,0,0,0,0,0,0,0,0,29,27,30,26,26,46,39,0,30,34,0,0,0,0,0,287
126515001,Philadelphia City SD,SD,Philadelphia,7226,Fell D Newlin Sch,M,0,0,0,0,0,0,0,0,31,35,30,22,29,32,38,0,26,31,0,0,0,0,0,274
126515001,Philadelphia City SD,SD,Philadelphia,3816,Fels Samuel HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,156,154,136,0,622
126515001,Philadelphia City SD,SD,Philadelphia,3816,Fels Samuel HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,184,190,130,0,740
126515001,Philadelphia City SD,SD,Philadelphia,3751,Feltonville Intermediate School,F,0,0,0,0,0,0,0,0,0,0,0,102,102,95,0,0,0,0,0,0,0,0,0,299
126515001,Philadelphia City SD,SD,Philadelphia,3751,Feltonville Intermediate School,M,0,0,0,0,0,0,0,0,0,0,0,111,115,99,0,0,0,0,0,0,0,0,0,325
126515001,Philadelphia City SD,SD,Philadelphia,7368,Feltonville Sch of Arts & Sciences,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,101,94,0,0,0,0,0,278
126515001,Philadelphia City SD,SD,Philadelphia,7368,Feltonville Sch of Arts & Sciences,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,103,109,0,0,0,0,0,332
126515001,Philadelphia City SD,SD,Philadelphia,3690,Ferguson Joseph C Sch,F,0,0,15,0,0,0,0,0,20,22,16,17,21,10,11,0,16,16,0,0,0,0,0,164
126515001,Philadelphia City SD,SD,Philadelphia,3690,Ferguson Joseph C Sch,M,0,0,27,0,0,0,0,0,24,27,18,22,19,17,16,0,11,13,0,0,0,0,0,194
126515001,Philadelphia City SD,SD,Philadelphia,3739,Finletter Thomas K Sch,F,0,0,22,0,0,0,0,0,55,49,42,40,39,41,41,0,42,46,0,0,0,0,0,417
126515001,Philadelphia City SD,SD,Philadelphia,3739,Finletter Thomas K Sch,M,0,0,16,0,0,0,0,0,54,44,47,45,51,41,54,0,38,45,0,0,0,0,0,435
126515001,Philadelphia City SD,SD,Philadelphia,6913,Fitler Academics Plus,F,0,0,0,0,0,0,0,0,0,10,14,21,25,23,23,0,20,25,0,0,0,0,0,161
126515001,Philadelphia City SD,SD,Philadelphia,6913,Fitler Academics Plus,M,0,0,0,0,0,0,0,0,0,6,11,11,15,27,21,0,17,13,0,0,0,0,0,121
